Freq,IsOpen,IsHolidays,IsVacations,PrevFreq
122,1,0,0,116
95,1,0,0,122
93,1,0,0,95
89,1,0,0,93
108,1,0,0,89
121,1,0,0,108
115,1,0,0,121
157,1,0,0,115
266,1,0,0,157
316,1,0,0,266
291,1,0,0,316
296,1,0,0,291
316,1,0,0,296
276,1,0,0,316
251,1,0,0,276
84,1,0,0,251
3,1,0,0,84
0,0,0,0,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
71,1,0,0,0
109,1,0,0,71
95,1,0,0,109
92,1,0,0,95
59,1,0,0,92
98,1,0,0,59
116,1,0,0,98
149,1,0,0,116
157,1,0,0,149
148,1,0,0,157
270,1,0,0,148
330,1,0,0,270
290,1,0,0,330
269,1,0,0,290
279,1,0,0,269
248,1,0,0,279
201,1,0,0,248
79,1,0,0,201
2,1,0,0,79
0,0,0,0,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
69,1,0,0,0
100,1,0,0,69
109,1,0,0,100
76,1,0,0,109
70,1,0,0,76
104,1,0,0,70
96,1,0,0,104
132,1,0,0,96
102,1,0,0,132
173,1,0,0,102
266,1,0,0,173
290,1,0,0,266
228,1,0,0,290
142,1,0,0,228
151,1,0,0,142
161,1,0,0,151
127,1,0,0,161
58,1,0,0,127
7,1,0,0,58
0,0,0,0,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
14,0,0,0,0
147,1,0,0,14
108,1,0,0,147
116,1,0,0,108
115,1,0,0,116
138,1,0,0,115
145,1,0,0,138
191,1,0,0,145
193,1,0,0,191
177,1,0,0,193
176,1,0,0,177
200,1,0,0,176
173,1,0,0,200
60,1,0,0,173
75,1,0,0,60
1,1,0,0,75
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7,0,0,0,0
111,1,0,0,7
72,1,0,0,111
86,1,0,0,72
106,1,0,0,86
94,1,0,0,106
112,1,0,0,94
138,1,0,0,112
151,1,0,0,138
158,1,0,0,151
159,1,0,0,158
165,1,0,0,159
169,1,0,0,165
157,1,0,0,169
40,1,0,0,157
0,1,0,0,40
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
71,1,0,0,0
102,1,0,0,71
126,1,0,0,102
84,1,0,0,126
75,1,0,0,84
82,1,0,0,75
105,1,0,0,82
136,1,0,0,105
120,1,0,0,136
202,1,0,0,120
329,1,0,0,202
302,1,0,0,329
298,1,0,0,302
285,1,0,0,298
403,1,0,0,285
332,1,0,0,403
275,1,0,0,332
78,1,0,0,275
0,1,0,0,78
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
85,1,0,0,0
112,1,0,0,85
117,1,0,0,112
95,1,0,0,117
72,1,0,0,95
104,1,0,0,72
114,1,0,0,104
134,1,0,0,114
135,1,0,0,134
171,1,0,0,135
277,1,0,0,171
329,1,0,0,277
320,1,0,0,329
238,1,0,0,320
295,1,0,0,238
359,1,0,0,295
240,1,0,0,359
88,1,0,0,240
1,1,0,0,88
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
90,1,0,0,0
127,1,0,0,90
105,1,0,0,127
68,1,0,0,105
98,1,0,0,68
87,1,0,0,98
108,1,0,0,87
123,1,0,0,108
103,1,0,0,123
132,1,0,0,103
225,1,0,0,132
262,1,0,0,225
293,1,0,0,262
231,1,0,0,293
262,1,0,0,231
289,1,0,0,262
235,1,0,0,289
79,1,0,0,235
1,1,0,0,79
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
66,1,0,0,0
92,1,0,0,66
90,1,0,0,92
76,1,0,0,90
67,1,0,0,76
104,1,0,0,67
114,1,0,0,104
130,1,0,0,114
148,1,0,0,130
126,1,0,0,148
218,1,0,0,126
271,1,0,0,218
256,1,0,0,271
190,1,0,0,256
285,1,0,0,190
252,1,0,0,285
222,1,0,0,252
87,1,0,0,222
0,1,0,0,87
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
67,1,0,0,0
103,1,0,0,67
86,1,0,0,103
68,1,0,0,86
68,1,0,0,68
85,1,0,0,68
119,1,0,0,85
133,1,0,0,119
134,1,0,0,133
175,1,0,0,134
273,1,0,0,175
331,1,0,0,273
296,1,0,0,331
219,1,0,0,296
229,1,0,0,219
189,1,0,0,229
132,1,0,0,189
71,1,0,0,132
11,1,0,0,71
0,0,0,0,11
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
30,0,0,0,0
115,1,0,0,30
55,1,0,0,115
51,1,0,0,55
41,1,0,0,51
46,1,0,0,41
51,1,0,0,46
71,1,0,0,51
73,1,0,0,71
127,1,0,0,73
146,1,0,0,127
133,1,0,0,146
138,1,0,0,133
109,1,0,0,138
44,1,0,0,109
4,1,0,0,44
0,0,0,0,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
88,1,0,0,0
74,1,0,0,88
74,1,0,0,74
93,1,0,0,74
90,1,0,0,93
127,1,0,0,90
155,1,0,0,127
173,1,0,0,155
180,1,0,0,173
155,1,0,0,180
193,1,0,0,155
144,1,0,0,193
152,1,0,0,144
53,1,0,0,152
0,1,0,0,53
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
88,1,0,0,0
95,1,0,0,88
107,1,0,0,95
91,1,0,0,107
71,1,0,0,91
81,1,0,0,71
105,1,0,0,81
140,1,0,0,105
146,1,0,0,140
188,1,0,0,146
338,1,0,0,188
331,1,0,0,338
248,1,0,0,331
199,1,0,0,248
326,1,0,0,199
284,1,0,0,326
311,1,0,0,284
100,1,0,0,311
2,1,0,0,100
0,0,0,0,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
74,1,0,0,0
105,1,0,0,74
102,1,0,0,105
101,1,0,0,102
72,1,0,0,101
93,1,0,0,72
126,1,0,0,93
156,1,0,0,126
134,1,0,0,156
156,1,0,0,134
311,1,0,0,156
320,1,0,0,311
290,1,0,0,320
279,1,0,0,290
303,1,0,0,279
316,1,0,0,303
264,1,0,0,316
89,1,0,0,264
2,1,0,0,89
0,0,0,0,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
116,1,0,0,0
95,1,0,0,116
105,1,0,0,95
89,1,0,0,105
73,1,0,0,89
90,1,0,0,73
102,1,0,0,90
116,1,0,0,102
116,1,0,0,116
158,1,0,0,116
288,1,0,0,158
271,1,0,0,288
268,1,0,0,271
253,1,0,0,268
293,1,0,0,253
314,1,0,0,293
267,1,0,0,314
78,1,0,0,267
0,1,0,0,78
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
59,1,0,0,0
107,1,0,0,59
69,1,0,0,107
85,1,0,0,69
61,1,0,0,85
101,1,0,0,61
119,1,0,0,101
155,1,0,0,119
93,1,0,0,155
193,1,0,0,93
258,1,0,0,193
257,1,0,0,258
269,1,0,0,257
253,1,0,0,269
271,1,0,0,253
235,1,0,0,271
165,1,0,0,235
68,1,0,0,165
3,1,0,0,68
0,0,0,0,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
75,1,0,0,0
89,1,0,0,75
81,1,0,0,89
60,1,0,0,81
67,1,0,0,60
64,1,0,0,67
93,1,0,0,64
110,1,0,0,93
71,1,0,0,110
101,1,0,0,71
140,1,0,0,101
207,1,0,0,140
179,1,0,0,207
154,1,0,0,179
153,1,0,0,154
158,1,0,0,153
121,1,0,0,158
54,1,0,0,121
3,1,0,0,54
0,0,0,0,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,1
15,0,0,0,1
106,1,0,0,15
90,1,0,0,106
83,1,0,0,90
102,1,0,0,83
104,1,0,0,102
103,1,0,0,104
111,1,0,0,103
97,1,0,0,111
85,1,0,0,97
88,1,0,0,85
97,1,0,0,88
121,1,0,0,97
62,1,0,0,121
45,1,0,0,62
0,1,0,0,45
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5,0,0,0,0
14,0,0,0,5
65,1,0,0,14
62,1,0,0,65
56,1,0,0,62
70,1,0,0,56
83,1,0,0,70
114,1,0,0,83
98,1,0,0,114
100,1,0,0,98
127,1,0,0,100
149,1,0,0,127
161,1,0,0,149
140,1,0,0,161
103,1,0,0,140
32,1,0,0,103
1,1,0,0,32
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
75,1,0,0,0
99,1,0,0,75
108,1,0,0,99
75,1,0,0,108
75,1,0,0,75
82,1,0,0,75
110,1,0,0,82
128,1,0,0,110
146,1,0,0,128
199,1,0,0,146
314,1,0,0,199
271,1,0,0,314
234,1,0,0,271
228,1,0,0,234
359,1,0,0,228
375,1,0,0,359
260,1,0,0,375
87,1,0,0,260
0,1,0,0,87
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
65,1,0,0,0
106,1,0,0,65
91,1,0,0,106
112,1,0,0,91
66,1,0,0,112
102,1,0,0,66
121,1,0,0,102
131,1,0,0,121
165,1,0,0,131
158,1,0,0,165
317,1,0,0,158
316,1,0,0,317
308,1,0,0,316
302,1,0,0,308
295,1,0,0,302
309,1,0,0,295
252,1,0,0,309
82,1,0,0,252
2,1,0,0,82
0,0,0,0,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
117,1,0,0,0
134,1,0,0,117
97,1,0,0,134
85,1,0,0,97
74,1,0,0,85
74,1,0,0,74
140,1,0,0,74
119,1,0,0,140
136,1,0,0,119
149,1,0,0,136
323,1,0,0,149
324,1,0,0,323
259,1,0,0,324
231,1,0,0,259
285,1,0,0,231
261,1,0,0,285
181,1,0,0,261
80,1,0,0,181
2,1,0,0,80
0,0,0,0,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
58,1,0,0,0
103,1,0,0,58
70,1,0,0,103
86,1,0,0,70
60,1,0,0,86
74,1,0,0,60
98,1,0,0,74
144,1,0,0,98
132,1,0,0,144
151,1,0,0,132
284,1,0,0,151
298,1,0,0,284
302,1,0,0,298
234,1,0,0,302
258,1,0,0,234
260,1,0,0,258
184,1,0,0,260
53,1,0,0,184
4,1,0,0,53
0,0,0,0,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
78,1,0,0,0
108,1,0,0,78
92,1,0,0,108
61,1,0,0,92
56,1,0,0,61
77,1,0,0,56
92,1,0,0,77
120,1,0,0,92
100,1,0,0,120
168,1,0,0,100
269,1,0,0,168
257,1,0,0,269
295,1,0,0,257
227,1,0,0,295
179,1,0,0,227
185,1,0,0,179
80,1,0,0,185
40,1,0,0,80
2,1,0,0,40
0,0,0,0,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
11,0,0,0,0
100,1,0,0,11
86,1,0,0,100
112,1,0,0,86
127,1,0,0,112
115,1,0,0,127
97,1,0,0,115
135,1,0,0,97
127,1,0,0,135
136,1,0,0,127
136,1,0,0,136
103,1,0,0,136
94,1,0,0,103
65,1,0,0,94
42,1,0,0,65
1,1,0,0,42
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
8,0,0,0,0
74,1,0,0,8
67,1,0,0,74
95,1,0,0,67
76,1,0,0,95
91,1,0,0,76
91,1,0,0,91
130,1,0,0,91
187,1,0,0,130
173,1,0,0,187
190,1,0,0,173
180,1,0,0,190
179,1,0,0,180
157,1,0,0,179
44,1,0,0,157
0,1,0,0,44
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
63,1,0,0,0
97,1,0,0,63
80,1,0,0,97
87,1,0,0,80
83,1,0,0,87
97,1,0,0,83
122,1,0,0,97
160,1,0,0,122
153,1,0,0,160
213,1,0,0,153
361,1,0,0,213
296,1,0,0,361
261,1,0,0,296
249,1,0,0,261
374,1,0,0,249
316,1,0,0,374
294,1,0,0,316
85,1,0,0,294
3,1,0,0,85
0,0,0,0,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
67,1,0,0,0
104,1,0,0,67
109,1,0,0,104
100,1,0,0,109
67,1,0,0,100
101,1,0,0,67
137,1,0,0,101
105,1,0,0,137
141,1,0,0,105
151,1,0,0,141
300,1,0,0,151
338,1,0,0,300
296,1,0,0,338
266,1,0,0,296
363,1,0,0,266
340,1,0,0,363
251,1,0,0,340
85,1,0,0,251
5,1,0,0,85
0,0,0,0,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
77,1,0,0,0
107,1,0,0,77
92,1,0,0,107
86,1,0,0,92
58,1,0,0,86
91,1,0,0,58
117,1,0,0,91
135,1,0,0,117
111,1,0,0,135
196,1,0,0,111
286,1,0,0,196
286,1,0,0,286
286,1,0,0,286
340,1,0,0,286
308,1,0,0,340
290,1,0,0,308
257,1,0,0,290
66,1,0,0,257
1,1,0,0,66
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
61,1,0,0,0
109,1,0,0,61
87,1,0,0,109
80,1,0,0,87
69,1,0,0,80
92,1,0,0,69
125,1,0,0,92
131,1,0,0,125
157,1,0,0,131
154,1,0,0,157
272,1,0,0,154
333,1,0,0,272
287,1,0,0,333
219,1,0,0,287
238,1,0,0,219
231,1,0,0,238
171,1,0,0,231
87,1,0,0,171
1,1,0,0,87
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
70,1,0,0,0
97,1,0,0,70
79,1,0,0,97
75,1,0,0,79
65,1,0,0,75
85,1,0,0,65
113,1,0,0,85
102,1,0,0,113
126,1,0,0,102
161,1,0,0,126
220,1,0,0,161
264,1,0,0,220
255,1,0,0,264
236,1,0,0,255
151,1,0,0,236
139,1,0,0,151
95,1,0,0,139
55,1,0,0,95
1,1,0,0,55
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
16,0,0,0,0
124,1,0,0,16
129,1,0,0,124
184,1,0,0,129
120,1,0,0,184
144,1,0,0,120
150,1,0,0,144
131,1,0,0,150
99,1,0,0,131
62,1,0,0,99
53,1,0,0,62
41,1,0,0,53
71,1,0,0,41
42,1,0,0,71
26,1,0,0,42
4,1,0,0,26
0,0,0,0,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
